"id","nombre_iniciativa","componente_innovador","descripcion_iniciativa"
"340","Centro de Atención Integral para Personas con Discapacidad “Despertar de los Ángeles”","El Centro cuenta con personal capacitado en el área educativa, psicopedagógica, trabajo social y con equipamiento e infraestructura apropiada para ofrecer atención gratuita y personalizada en: hipoterapia e hidroterapia, canoterapia, terapia ocupacional, terapia física, estimulación temprana, areno y aromaterapia.","El Centro de Atención Integral para Personas con Discapacidad “Despertar de los Ángeles” ofrece cuidado integral a niños, jóvenes y adultos en dos modalidades: atención diurna y atención ambulatoria con visitas itinerantes domiciliarias. Además, se brinda el servicio de transporte inclusivo diario mediante 2 rutas dentro de la ciudad."
"302","Centro de Capacitación del Municipio de Ibarra – CECAMI","En el contexto de una Administración Municipal innovadora, promotora del desarrollo local y cuyos esfuerzos se orientan fundamentalmente a la atención de las demandas ciudadanas, el CECAMI desarrolla capacitaciones y programas de formación profesional y técnicos con el objetivo de promover el acceso a una educación igualitaria, constante y de calidad a todos sus ciudadanos que les permita adquirir conocimientos teóricos y prácticos necesarios para promover su desarrollo y mejorar su calidad de vida.","El Centro de Capacitación del Municipio de Ibarra (CECAMI) tiene como misión capacitar e instruir para potenciar el desarrollo profesional de: sus funcionarios, apoyando la mejora continua de los procesos internos; así como de la ciudadanía en general para coadyuvar al desarrollo local y participativo a través de capacitaciones externas, gratuitas y productivas, mediante plataformas tecnológicas y modalidad presencial.
Los temas impartidos están relacionados a ofimática básica, emprendimiento, robótica, mecánica, panadería, entre otros. El CECAMI cuenta con el apoyo de entidades del Gobierno, Universidades e Institutos Tecnológicos Superiores, Fundaciones y empresa privada, para el desarrollo de los diversos programas."
"252","Centro de Innovación y Desarrollo para la Industria y Minería - CIMA","Consta de tres ejes estratégicos. El primero es de entrenamiento y formación para promover una industria y minería sostenible. El segundo eje es de emprendimiento y desarrollo, para impulsar el empleo y prosperidad comunitaria. Y el tercero es el de gobernanza, para alentar al diálogo y articular soluciones desde la participación de la ciudadanía.","CIMA contribuye a la formación de competencias y habilidades laborales de trabajadores y operadores del sector industrial y minero del Ecuador además busca proponer y articular asesoramiento de asistencia técnica a los GAD’s y empresas privadas en función a la problemática y necesidades específicas."
"156","Centro de derechos económicos y sociales","Protección de os derechos económicos y sociales desde una iniciativa ciudadana.","Promover los DESC entre los movimientos, las organizaciones sociales y la ciudadanía, para impulsar la discusión, desarrollo y puesta en marcha de un modelo económico, social y político democrático alternativo. Para hacerlo, el CDES impulsará procesos de incidencia en políticas públicas, investigación multidisciplinaria, campañas de presión y denuncia, participación y vigilancia ciudadanas, acciones de justicia y fortalecimiento organizativo."
"309","Centros de acogida Wambra Kuna","Wambra Kuna se caracteriza por ser un proyecto innovador al construir y adecuar instalaciones educativas que tengan en cuenta las necesidades de los niños ofreciendo entornos de aprendizaje seguros, no violentos, inclusivos y eficaces. De esta manera asegura el acceso a servicios de atención y desarrollo de calidad desde la primera infancia, preparando a los niños para su siguiente etapa escolar, al fortalecer sus conocimientos, valores, salud y bienestar.","Proyecto dirigido a niños y niñas de 4 a 12 años de escasos recursos, hogares disfuncionales o en situaciones de vulnerabilidad, cuyo objetivo es impulsar y fortalecer su desarrollo integral, proceso de crecimiento y aprendizaje, además del acompañamiento en tareas dirigidas, actividades lúdicas y culturales. Los niños son atendidos en la jornada vespertina en los siete centros distribuidos en Guaranda tanto del área urbana y rural."
"51","Chao Fundas","Por medio de un modelo de ordenanza, campañas en redes sociales, charlas informativas y de concientización se busca reducir el uso de fundas plásticas en Quito","El proyecto tiene como finalidad la reducción en el uso de fundas plásticas en un 5% en el Distrito Metropolitano de Quito. En razón de esto el proyecto cuenta con cuatro requisitos fundamentales que deben ser cumplidos a cabalidad y dentro de los tiempos establecidos. A saber estos serán, la redacción y entrega de un modelo de ordenanza donde se incluya una tasa de diez centavos de dólar por cada funda plastica y se prohiba la distribución de sorbetes plásticos, la ideación de una campaña publicitaria, la puesta en marcha de la campaña a través de redes sociales"
"31","Chaquiñan Urbano","Por medio de una aplicación permite recolectar datos georreferénciales para promover políticas públicas de movilidad.","Chaquiñan Urbano es una aplicación de movilidad creada como parte del Desafío de las Ciudades de WWF: una iniciativa mundial enfocada en promover ciudades sostenibles. La aplicación ha sido creada para medir y recabar información de peatones y ciclistas en Ecuador, a través de la georreferenciación de sus usuarios, las rutas que la gente utiliza en su día a día, cómo las usan y los problemas y obstáculos existentes. A partir de esta información, que será de uso de WWF y sus socios Biciacción y la Asociación de Peatones de Quito"
"371","CityScope Latacunga","Imagina una herramienta tecnológica que permita una traducción muy simple de problemas complejos, visualizando geografía y temáticas de una manera accesible y comprensible, y haga posible que la ciudadanía sea corresponsable en la planificación.","En cooperación con organizaciones expertas de la ciencia y la planificación urbana, GIZ Ecuador y Grupo FARO, en el marco del programa Ciudades Intermedias Sostenibles, están trabajando en el desarrollo de la herramienta CityScope. Plataforma táctil y digital dedicada a resolver desafíos de diseño espacial y planificación urbana, que permite a los y las usuarias interactuar directamente con la información y contribuir a la planificación, a través de una estación de trabajo interactiva y multi-táctil."
"209","Clipp","Es una aplicación móvil que brinda la posibilidad de conectar a los usuarios con las diferentes opciones de transporte disponibles dentro de cada ciudad. Permite que las ciudades se muevan de forma más eficiente, otorgando una solución 360 en movilidad, mejorando la calidad de vida y experiencia de viaje de las personas.","Es una aplicación que permite personalizar la movilidad de los ciudadanos, otorgándoles la posibilidad de escoger las formas de transporte que más se ajusten a sus necesidades."
"222","Club de Realidad Virtual UTPL","Uso de tecnologías inmersivas en diversas áreas mediante la implementación de Realidad Extendida.","El Club de Realidad Virtual trabaja con diferentes tipos de tecnologías que permitan la implementación de Realidad eXtendida (RX) en procesos de enseñanza/aprendizaje. 
En donde nuestro objetivo es impulsar el desarrollo de aplicaciones con RX, para promover su uso en procesos de enseñanza aprendizaje potenciando así la creación de comunidades de desarrolladores locales. Para el desarrollo de productos o servicios que permitan responder a  situaciones reales de una manera simulada e inmersiva."
"110","Co-Madres","Creación de espacios y oportunidades paralaruptura de muros y desigualdades.","Primer espacio de #CoWorking pensado por y para mujeres. Próximamente un lugar para desarrollar tus #Emprendimientos en Guayaquil y oportunidades paralaruptura de muros y desigualdades."
